,star,ra,dec,comment,ra_deg,dec_deg,MAIN_ID,RA_2_A_ICRS_J2017_5_2000,DEC_2_D_ICRS_2017_5_2000,Distance_distance,Distance_Q,Distance_unit,Distance_merr,Distance_perr,Distance_method,Distance_bibcode,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,FLUX_I,FLUX_H,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,S_Type
483,HIP 85157 ,17:24:06.6 ,22:57:37.4 ,H-coron (~1 hr); H-coron-pol,261.0275,22.960388888888897,b'*  73 Her',17 24 06.5319,+22 57 37.014,42.7467,,pc,-0.121,0.121,paral,2018yCat.1345....0G,995000.0,,km,,,,2007ApJ...660.1556R,,5.215000152587891,7656,,,,b'SUN',,2012A&A...537A.120Z,A7V
484,HD 157587 ,17:24:52.2 ,-18:51:33.2 ,H-coron (~1 hr); H-coron-pol,261.2175,-18.8592222222222,b'HD 157587',17 24 52.2351,-18 51 33.189,100.5066,,pc,-0.6021,0.6021,paral,2018yCat.1345....0G,,,,,,,,,7.366000175476074,6354,,,,b'SUN',,2011A&A...530A.138C,F5V
485,TYC 7883-2069-1,17:25:34.3 ,-38:48:39.7 ,H-coron (~1 hr),261.39291666666696,-38.811027777777795,b'HD 157529',17 25 34.2062,-38 48 39.718,124.9204,,pc,-0.8848,0.8848,paral,2018yCat.1345....0G,,,,,,,,8.312000274658203,6.874000072479248,0,,,,b'',,,K1III
486,HIP 85307 ,17:25:57.8 ,-01:39:06.8 ,H-coron (~1 hr),261.490833333333,-1.6518888888888899,b'HD 157856',17 25 57.9460,-01 39 06.408,58.401,,pc,-0.1658,0.1658,paral,2018yCat.1345....0G,,,,,,,,,5.379000186920166,6479,,,,b'SUN',,2011A&A...530A.138C,F5V
487,HIP 85360 ,17:26:34.9 ,-32:58:11.0 ,H-coron (~1 hr),261.64541666666696,-32.9697222222222,b'HD 157750',17 26 34.8218,-32 58 10.832,45.5834,,pc,-0.1365,0.1365,paral,2018yCat.1345....0G,,,,,,,,,6.51800012588501,5708,,,,b'SUN',,2011A&A...530A.138C,G3V
488,CD-54 7336 ,17:29:55.0 ,-54:15:48.6 ,H-coron (~1 hr),262.47916666666697,-54.2635,b'CD-54  7336',17 29 55.0666,-54 15 48.647,67.7557,,pc,-0.1639,0.1639,paral,2018yCat.1345....0G,,,,,,,,8.664999961853027,7.461999893188477,0,,,,b'',,,K1V
489,HIP 85922 ,17:33:29.9 ,-05:44:40.5 ,H-coron (~1 hr); H-coron-pol,263.374583333333,-5.74458333333333,b'HD 159170',17 33 29.7961,-05 44 41.291,46.8299,,pc,-0.2518,0.2518,paral,2018yCat.1345....0G,,,,,,,,,5.250999927520752,7798,,,,b'SUN',,2012A&A...537A.120Z,A5V
490,HIP 86305 ,17:38:05.5 ,-54:30:01.6 ,H-coron (~1 hr); H-coron-pol,264.52291666666696,-54.5004444444444,b'* pi. Ara',17 38 05.4133,-54 30 01.570,41.3469,,pc,-0.2809,0.2809,paral,2018yCat.1345....0G,,,,,,,,,4.866000175476074,7888,4.179999828338623,0.12999999523162842,,b'SUN',,2003A&A...398.1121E,A5IV/V
491,HD 160305 ,17:41:49.0 ,-50:43:28.0 ,H-coron (~1 hr),265.454166666667,-50.7244444444444,b'HD 160305',17 41 49.0346,-50 43 28.042,65.735,,pc,-0.2286,0.2286,paral,2018yCat.1345....0G,,,,,,,,7.736000061035156,7.0920000076293945,0,,,,b'',,,F8/G0V
492,HIP 86672 ,17:42:30.4 ,-28:44:56.0 ,H-coron (~1 hr),265.626666666667,-28.7488888888889,b'HD 160682',17 42 30.3524,-28 44 55.600,87.8905,,pc,-0.4372,0.4372,paral,2018yCat.1345....0G,,,,,,,,8.977999687194824,7.446000099182129,5588,,,,b'SUN',,2011A&A...530A.138C,G5V
493,TYC 424-1952-1,17:46:25.4 ,03:58:48.9 ,H-coron (~1 hr),266.605833333333,3.98025,b'BD+04  3503',17 46 25.3695,+03 58 48.890,116.814,,pc,-0.5376,0.5376,paral,2018yCat.1345....0G,,,,,,,,8.234000205993652,6.739999771118164,0,,,,b'',,,G0
494,HD 161012 ,17:46:48.5 ,-59:06:14.7 ,H-coron (~1 hr),266.702083333333,-59.1040833333333,b'HD 161012',17 46 48.4297,-59 06 14.808,75.0785,,pc,-0.3777,0.3777,paral,2018yCat.1345....0G,,,,,,,,,7.64900016784668,0,,,,b'',,,G3V
495,HIP 87108 ,17:47:53.6 ,02:42:26.9 ,H-coron (~1 hr); H-coron-pol,266.973333333333,2.7074722222222203,b'* gam Oph',17 47 53.5309,+02 42 26.199,30.0394,,pc,-0.5171,0.5171,paral,2018yCat.1345....0G,1330000.0,,km,,,,2007ApJ...660.1556R,3.7100000381469727,3.640000104904175,9311,,,,b'SUN',,2012A&A...537A.120Z,A1VnkA0mA0
496,TYC 8750-480-1,17:57:31.7 ,-57:39:51.0 ,H-coron (~1 hr),269.382083333333,-57.664166666666695,b'HD 163029A',17 57 31.7952,-57 39 51.172,42.1333,,pc,-0.1155,0.1155,paral,2018yCat.1345....0G,,,,,,,,,,0,,,,b'',,,K0V
497,HD 164249 ,18:03:03.4 ,-51:38:55.7 ,H-coron (~1 hr); H-coron-pol,270.764166666667,-51.648805555555604,b'HD 164249',18 03 03.4141,-51 38 56.434,49.615,,pc,-0.1225,0.1225,paral,2018yCat.1345....0G,884000.0,,km,,,,2007ApJ...660.1556R,,6.019999980926514,6582,,,,b'SUN',,2011A&A...530A.138C,F6V
498,HIP 88694 ,18:06:23.7 ,-36:01:11.0 ,H-coron (~1 hr),271.59875,-36.01972222222221,b'HD 165185',18 06 23.8724,-36 01 11.229,17.2041,,pc,-0.0341,0.0341,paral,2018yCat.1345....0G,,,,,,,,,4.613999843597412,5906,4.440000057220459,,,b'',,2003AJ....125.1598L,G1V
499,HIP 89805 ,18:19:40.1 ,-63:53:11.6 ,H-coron (~1 hr),274.91708333333304,-63.8865555555556,b'HD 167425',18 19 40.2372,-63 53 11.628,7.0,,pc,,,ST-L,2006AJ....132..866R,,,,,,,,,,6046,4.349999904632568,,,b'',,2003AJ....125.1598L,F9.5V
500,HIP 90133 ,18:23:36.4 ,-75:02:39.6 ,H-coron (~1 hr),275.901666666667,-75.0443333333333,b'* phi Oct',18 23 36.4696,-75 02 39.392,59.7118,,pc,-0.461,0.461,paral,2018yCat.1345....0G,,,,,,,,,5.4039998054504395,0,,,,b'',,,A0V
500,HIP 90133 ,18:23:36.4 ,-75:02:39.6 ,H-coron (~1 hr),275.901666666667,-75.0443333333333,b'* phi Oct',18 23 36.4696,-75 02 39.392,59.7118,,pc,-0.461,0.461,paral,2018yCat.1345....0G,,,,,,,,,5.4039998054504395,0,,,,b'',,,A0V
501,TYC 7401-2446-1,18:24:50.6 ,-34:11:26.4 ,H-coron (~1 hr),276.210833333333,-34.1906666666667,b'HD 169178',18 24 50.5055,-34 11 26.086,42.1779,,pc,-0.3087,0.3087,paral,2018yCat.1345....0G,,,,,,,,,6.883999824523926,5106,,,,b'SUN',,2011A&A...530A.138C,K0V
502,L 206-187 ,18:30:11.9 ,-58:16:27.6 ,H-coron (~1 hr),277.54958333333303,-58.2743333333333,b'CPD-58  7400',18 30 11.9442,-58 16 27.478,14.3787,,pc,-0.0145,0.0145,paral,2018yCat.1345....0G,,,,,,,,7.929999828338623,6.239999771118164,3729,,,,b'SUN',,2014MNRAS.443.2561G,M1
503,HD 170773 ,18:33:00.9 ,-39:53:31.3 ,H-coron (~1 hr); H-coron-pol,278.25375,-39.8920277777778,b'HD 170773',18 33 01.0495,-39 53 31.278,37.055,,pc,-0.0578,0.0578,paral,2018yCat.1345....0G,933000.0,,km,,,,2007ApJ...660.1556R,,5.2820000648498535,6606,4.260000228881836,,,b'',,2003AJ....125.1598L,F5V
504,HIP 90991 ,18:33:39.0 ,-14:51:12.9 ,H-coron (~1 hr),278.4125,-14.853583333333301,b'HD 171130',18 33 39.0539,-14 51 13.011,73.5992,,pc,-1.2632,1.2632,paral,2018yCat.1345....0G,,,,,,,,,5.689000129699707,9204,,,,b'SUN',,2012A&A...537A.120Z,A0/1V
505,HIP 91043 ,18:34:20.2 ,18:41:24.7 ,H-coron (~1 hr),278.584166666667,18.690194444444398,b'V* V889 Her',18 34 20.0780,+18 41 24.234,35.3744,,pc,-0.0587,0.0587,paral,2018yCat.1345....0G,766000.0,,km,,V,,2009A&ARv..17..251S,6.71999979019165,5.895999908447266,5798,,,,b'SUN',,2011A&A...530A.138C,G2V
506,HIP 91217 ,18:36:27.8 ,09:07:21.0 ,H-coron (~1 hr),279.115833333333,9.1225,b'HD 171802',18 36 27.8307,+09 07 20.968,38.812,,pc,-0.2812,0.2812,paral,2018yCat.1345....0G,,,,,,,,,4.36299991607666,6742,,,,b'SUN',,2011A&A...530A.138C,F5III
507,HIP 92024 ,18:45:26.9 ,-64:52:16.5 ,H-coron (~1 hr); H-coron-pol,281.36208333333303,-64.87125,b'HD 172555',18 45 26.9895,-64 52 16.539,28.3374,,pc,-0.1836,0.1836,paral,2018yCat.1345....0G,1060000.0,,km,,,,2007ApJ...660.1556R,,4.250999927520752,7846,4.179999828338623,,,b'',,2003AJ....125.1598L,A7V
508,HIP 92161 ,18:47:01.3 ,18:10:53.5 ,H-coron (~1 hr),281.755416666667,18.181527777777802,b'* 111 Her',18 47 01.3559,+18 10 53.438,28.2865,,pc,-0.2144,0.2144,paral,2018yCat.1345....0G,,,,,,,,4.130000114440918,4.447000026702881,8375,4.269999980926514,0.33000001311302185,,b'SUN',,2003A&A...398.1121E,A5III
509,PZ Tel ,18:53:05.9 ,-50:10:50.0 ,H-coron (~1 hr),283.274583333333,-50.1805555555556,b'V* PZ Tel',18 53 05.9031,-50 10 49.901,47.1285,,pc,-0.1337,0.1337,paral,2018yCat.1345....0G,974000.0,,km,,V,,2009A&ARv..17..251S,7.464000225067139,6.486000061035156,5169,,,,b'SUN',,2011A&A...530A.138C,G9IV
510,HIP 92871 ,18:55:27.4 ,08:24:09.6 ,H-coron (~1 hr),283.86416666666696,8.40266666666667,b'MCC 188',18 55 27.5181,+08 24 09.030,11.1359,,pc,-0.0061,0.0061,paral,2018yCat.1345....0G,,,,,,,,7.690000057220459,5.679999828338623,3431,,0.09000000357627869,,b'SUN',,2014MNRAS.443.2561G,M3Ve
511,HD 175726 ,18:56:37.2 ,04:15:55.2 ,H-coron (~1 hr),284.155,4.26533333333333,b'HD 175726',18 56 37.1696,+04 15 54.462,26.621,,pc,-0.0377,0.0377,paral,2018yCat.1345....0G,,,,,,,,,5.418000221252441,6217,4.610000133514404,0.029999999329447746,,b'SUN',,2006A&A...448..341G,G0V
512,HIP 93375 ,19:01:06.0 ,-28:42:49.7 ,H-coron (~1 hr),285.275,-28.713805555555602,b'HD 176367',19 01 06.0501,-28 42 50.422,65.4969,,pc,-0.1802,0.1802,paral,2018yCat.1345....0G,,,,,,,,8.737000465393066,7.2779998779296875,6160,,,,b'SUN',,2011A&A...530A.138C,G1V
513,HD 176383 ,19:01:28.6 ,-34:22:35.5 ,H-coron (~1 hr); H-coron-pol,285.36916666666696,-34.3765277777778,b'HD 176383',19 01 28.6881,-34 22 35.569,79.0539,,pc,-0.455,0.455,paral,2018yCat.1345....0G,,,,,,,,,7.109000205993652,6493,,,,b'SUN',,2011A&A...530A.138C,F5V
514,TYC 466-1374-1,19:02:17.1 ,02:44:22.0 ,H-coron (~1 hr),285.57125,2.73944444444444,b'HD 176898',19 02 17.1158,+02 44 21.878,48.8467,,pc,-0.5765,0.5765,paral,2018yCat.1345....0G,,,,,,,,,7.26800012588501,5522,4.860000133514404,,,b'SUN',,2014MNRAS.442..220F,K0/1V
515,rho Tel ,19:06:19.9 ,-52:20:26.3 ,H-coron (~1 hr),286.58291666666696,-52.340638888888904,b'* rho Tel',19 06 20.0177,-52 20 27.288,58.8575,,pc,-0.5002,0.5002,paral,2018yCat.1345....0G,,,,,,,,,4.0,6303,,,,b'SUN',,2011A&A...530A.138C,F6V
516,HIP 94020 ,19:08:31.7 ,-30:58:21.1 ,H-coron (~1 hr),287.132083333333,-30.9725277777778,b'HD 178076',19 08 31.7858,-30 58 21.537,,,,,,,,,,,,,,,,,5408,4.440000057220459,,,b'',,2003AJ....125.1598L,G8V+K5V
517,HIP 94050 ,19:08:50.5 ,-42:25:41.0 ,H-coron (~1 hr),287.21041666666696,-42.4280555555556,b'HD 177996',19 08 50.5255,-42 25 41.233,35.8155,,pc,-0.3634,0.3634,paral,2018yCat.1345....0G,,,,,,,,,5.880000114440918,4998,4.269999980926514,,,b'',,2003AJ....125.1598L,K1V
518,HIP 94114 ,19:09:28.3 ,-37:54:16.1 ,H-coron (~1 hr); H-coron-pol,287.367916666667,-37.9044722222222,b'* alf CrA',19 09 28.4664,-37 54 16.102,36.3996,,pc,-0.6676,0.6676,paral,2018yCat.1345....0G,,,,,,,,,3.9149999618530273,8950,3.7899999618530273,,,b'',,2003AJ....125.1598L,A2Va
519,HIP 95261 ,19:22:51.2 ,-54:25:26.2 ,H-coron (~1 hr); H-coron-pol,290.713333333333,-54.4239444444444,b'* eta Tel',19 22 51.2574,-54 25 26.147,47.7,,pc,,,,2004ARA&A..42..685Z,1120000.0,,km,,,,2007ApJ...660.1556R,4.989999771118164,5.150000095367432,0,,,,b'',,,A0V+M7/8V
520,HD 181327 ,19:22:58.9 ,-54:32:17.0 ,H-coron (~1 hr); H-coron-pol,290.745416666667,-54.5380555555556,b'HD 181327',19 22 58.9928,-54 32 16.979,48.2132,,pc,-0.1339,0.1339,paral,2018yCat.1345....0G,967000.0,,km,,,,2007ApJ...660.1556R,6.489999771118164,5.980000019073486,6507,,,,b'SUN',,2011A&A...530A.138C,F6V
521,HD 181869 ,19:23:53.2 ,-40:36:57.4 ,H-coron (~1 hr),290.971666666667,-40.6159444444444,b'* alf Sgr',19 23 53.2216,-40 36 57.370,54.4052,,pc,-1.4125,1.4125,paral,2018yCat.1345....0G,,,,,,,,,4.199999809265137,12370,,,,b'SUN',,1995A&AS..110..553S,B8V
522,HD 182681 ,19:26:56.5 ,-29:44:35.2 ,H-coron (~1 hr); H-coron-pol,291.735416666667,-29.7431111111111,b'HD 182681',19 26 56.5074,-29 44 35.612,71.4219,,pc,-0.6759,0.6759,paral,2018yCat.1345....0G,1190000.0,,km,,,,2007ApJ...660.1556R,,5.664000034332275,10046,,,,b'SUN',,2012A&A...537A.120Z,B8.5V
523,HIP 95793 ,19:29:01.0 ,01:57:01.9 ,H-coron (~1 hr),292.254166666667,1.95052777777778,b'* c Aql',19 29 00.9835,+01 57 01.618,60.6781,,pc,-0.2662,0.2662,paral,2018yCat.1345....0G,,,,,,,,,5.5920000076293945,9376,,,,b'SUN',,2012A&A...537A.120Z,A0IVp
524,HD 183216 ,19:29:40.6 ,-30:47:51.9 ,H-coron (~1 hr); H-coron-pol,292.41916666666697,-30.79775,b'HD 183216',19 29 40.5790,-30 47 51.933,35.8329,,pc,-0.0868,0.0868,paral,2018yCat.1345....0G,,,,,,,,,5.868000030517578,6000,4.360000133514404,,,b'',,2003AJ....125.1598L,G2V
525,TYC 7429-1696-1,19:30:57.4 ,-32:41:56.7 ,H-coron (~1 hr),292.73916666666696,-32.6990833333333,b'V* V5547 Sgr',19 30 57.4121,-32 41 56.723,113.1644,,pc,-0.6173,0.6173,paral,2018yCat.1345....0G,,,,,,,,,6.440999984741211,6800,,,,b'SUN',,2011A&A...530A.138C,F2/3V
526,HIP 96334 ,19:35:09.7 ,-69:58:32.0 ,H-coron (~1 hr),293.790416666667,-69.9755555555556,b'HD 183414',19 35 09.7054,-69 58 32.098,38.1843,,pc,-0.0548,0.0548,paral,2018yCat.1345....0G,,,,,,,,,6.396999835968018,5788,4.570000171661377,,,b'',,2003AJ....125.1598L,G3V
527,HD 185181 ,19:38:51.5 ,-25:52:19.5 ,H-coron (~1 hr),294.714583333333,-25.8720833333333,b'HD 185181',19 38 51.6924,-25 52 18.977,38.6373,,pc,-0.1679,0.1679,paral,2018yCat.1345....0G,,,,,,,,,7.085000038146973,5133,4.449999809265137,,,b'SUN',,2014MNRAS.442..220F,K1V
528,HIP 96880 ,19:41:35.7 ,-72:26:45.7 ,H-coron (~1 hr); H-coron-pol,295.39875,-72.4460277777778,b'HD 184587',19 41 35.7229,-72 26 45.736,41.6698,,pc,-0.0478,0.0478,paral,2018yCat.1345....0G,,,,,,,,,7.2729997634887695,5033,,,,b'SUN',,2011A&A...530A.138C,K1V
529,HIP 97229 ,19:45:39.9 ,07:36:47.4 ,H-coron (~1 hr),296.41625,7.61316666666667,b'* ups Aql',19 45 40.0102,+07 36 47.362,53.5865,,pc,-0.28,0.28,paral,2018yCat.1345....0G,,,,,,,,,5.4710001945495605,8166,,,,b'SUN',,2012A&A...537A.120Z,A3IV
530,HIP 97423 ,19:48:03.0 ,-13:42:12.8 ,H-coron (~1 hr),297.0125,-13.7035555555556,b'HD 186984',19 48 03.0574,-13 42 13.011,,,,,,,,,,,,,,,,,0,,,,b'',,,kA6m
531,HIP 97557 ,19:49:44.0 ,-32:45:49.7 ,H-coron (~1 hr),297.433333333333,-32.7638055555556,b'HD 187154',19 49 44.1988,-32 45 50.287,45.1998,,pc,-0.0887,0.0887,paral,2018yCat.1345....0G,,,,,,,,,6.408999919891357,5914,,,,b'SUN',,2011A&A...530A.138C,G1V
532,HIP 97944 ,19:54:17.8 ,-23:56:27.9 ,H-coron (~1 hr),298.574166666667,-23.941083333333303,b'HD 188088',19 54 17.5863,-23 56 27.862,14.1069,,pc,-0.0079,0.0079,paral,2018yCat.1345....0G,,,,,,,,5.090000152587891,4.1579999923706055,4774,4.239999771118164,,,b'',,2003AJ....125.1598L,K3VaCN1
533,HIP 98470 ,20:00:20.3 ,-33:42:12.4 ,H-coron (~1 hr),300.084583333333,-33.7034444444445,b'HD 189245',20 00 20.4300,-33 42 12.427,22.0317,,pc,-0.0432,0.0432,paral,2018yCat.1345....0G,,,,,,,,,4.640999794006348,6333,4.309999942779541,,,b'',,2003AJ....125.1598L,F7V
534,HD 188228 ,20:00:35.6 ,-72:54:37.8 ,H-coron (~1 hr),300.148333333333,-72.9105,b'* eps Pav',20 00 35.8802,-72 54 37.819,31.3806,,pc,-0.3223,0.3223,paral,2018yCat.1345....0G,,,,,,,,,3.76200008392334,9896,4.150000095367432,,,b'',,2003AJ....125.1598L,A0Va
535,CD-50 12781 ,20:02:36.2 ,-50:03:00.3 ,H-coron (~1 hr),300.650833333333,-50.050083333333305,b'CD-50 12781',20 02 35.3704,-50 02 51.776,641.3545,,pc,-21.5951,21.5951,paral,2018yCat.1345....0G,,,,,,,,,7.03000020980835,4544,1.75,,D,b'',,2013AJ....146..134K,K1IV
536,HIP 98839 ,20:04:18.1 ,-26:19:46.3 ,H-coron (~1 hr),301.07541666666697,-26.329527777777802,b'HD 190102',20 04 18.1425,-26 19 46.347,47.2641,,pc,-0.1316,0.1316,paral,2018yCat.1345....0G,,,,,,,,,6.681000232696533,5798,,,,b'SUN',,2011A&A...530A.138C,G1V
537,HD 190081 ,20:04:36.5 ,-35:12:51.1 ,H-coron (~1 hr),301.152083333333,-35.2141944444444,b'HD 190081',20 04 36.5959,-35 12 51.106,92.4385,,pc,-0.4794,0.4794,paral,2018yCat.1345....0G,,,,,,,,,,0,,,,b'',,,F7V
538,TYC 9098-1297-1,20:07:19.8 ,-65:51:08.8 ,H-coron (~1 hr),301.8325,-65.8524444444444,b'HD 190040',20 07 19.9447,-65 51 09.470,75.0565,,pc,-1.5836,1.5836,paral,2018yCat.1345....0G,,,,,,,,,,5450,4.949999809265137,,D,b'',,2013AJ....146..134K,G2V
539,HD 191089 ,20:09:05.2 ,-26:13:26.5 ,H-coron (~1 hr); H-coron-pol,302.271666666667,-26.2240277777778,b'HD 191089',20 09 05.2683,-26 13 26.520,50.1354,,pc,-0.1088,0.1088,paral,2018yCat.1345....0G,967000.0,,km,,,,2007ApJ...660.1556R,,6.091000080108643,6510,,,,b'SUN',,2011A&A...530A.138C,F5V
540,HIP 99742 ,20:14:16.6 ,15:11:50.9 ,H-coron (~1 hr); H-coron-pol,303.569166666667,15.1974722222222,b'* rho Aql',20 14 16.6855,+15 11 51.374,47.9699,,pc,-0.495,0.495,paral,2018yCat.1345....0G,,,,,,,,,4.801000118255615,9120,,,,b'SUN',,2009A&A...501..297Z,A1Va
541,HIP 99803 ,20:14:56.1 ,-56:58:34.5 ,H-coron (~1 hr),303.73375,-56.97625,b'HD 191869',20 14 56.2522,-56 58 35.323,,,,,,,,,,,,,,,,6.835000038146973,6398,,,,b'SUN',,2011A&A...530A.138C,F6/8+F
542,CPD-57 9635B ,20:14:56.4 ,-56:58:28.8 ,H-coron (~1 hr),303.735,-56.9746666666667,b'CPD-57  9635B',20 14 56.6669,-56 58 29.009,64.4654,,pc,-0.236,0.236,paral,2018yCat.1345....0G,,,,,,,,,6.935999870300293,0,,,,b'',,,
543,HD 193924 ,20:25:38.9 ,-56:44:05.6 ,H-coron (~1 hr),306.41208333333304,-56.734888888888904,b'* alf Pav',20 25 38.8717,-56 44 06.323,56.2,,pc,,,,2004ARA&A..42..685Z,,,,,,,,,2.4579999446868896,17560,,,,b'SUN',,1995A&AS..110..553S,B2IV
544,HIP 100787 ,20:26:04.7 ,-46:39:35.8 ,H-coron (~1 hr); H-coron-pol,306.519583333333,-46.6599444444444,b'HD 194188',20 26 04.8124,-46 39 36.029,66.9308,,pc,-0.2571,0.2571,paral,2018yCat.1345....0G,,,,,,,,6.460000038146973,6.2179999351501465,0,,,,b'',,,A9III/IV
545,HIP 101022 ,20:28:49.9 ,-01:44:04.1 ,H-coron (~1 hr),307.20791666666696,-1.73447222222222,b'HD 195005',20 28 50.0313,-01 44 04.413,32.1293,,pc,-0.0532,0.0532,paral,2018yCat.1345....0G,,,,,,,,,5.6020002365112305,6168,,,,b'SUN',,2011A&A...530A.138C,F7V
546,HIP 101120 ,20:29:52.6 ,-18:35:10.3 ,H-coron (~1 hr),307.469166666667,-18.5861944444444,b'* omi Cap B',20 29 52.6298,-18 35 10.895,71.1106,,pc,-0.269,0.269,paral,2018yCat.1345....0G,,,,,,,,,6.2829999923706055,7762,,,,b'SUN',,2012A&A...537A.120Z,A7/8V
547,HIP 101123 ,20:29:53.9 ,-18:34:59.5 ,H-coron (~1 hr),307.47458333333304,-18.5831944444444,b'* omi Cap A',20 29 53.9452,-18 34 59.459,71.6235,,pc,-0.4222,0.4222,paral,2018yCat.1345....0G,,,,,,,,,5.7779998779296875,8913,,,,b'SUN',,2012A&A...537A.120Z,A1V
548,HIP 101483 ,20:33:57.0 ,13:01:37.9 ,H-coron (~1 hr),308.4875,13.027194444444401,b'* eta Del',20 33 57.1244,+13 01 38.031,43.7505,,pc,-0.5694,0.5694,paral,2018yCat.1345....0G,,,,,,,,,5.285999774932861,9057,4.28000020980835,0.5600000023841858,,b'SUN',,2003A&A...398.1121E,A3IVs
549,HD 195830 ,20:34:46.9 ,-33:55:19.0 ,H-coron (~1 hr),308.695416666667,-33.9219444444444,b'HD 195830',20 34 46.9824,-33 55 19.078,63.0748,,pc,-0.2136,0.2136,paral,2018yCat.1345....0G,,,,,,,,,6.750999927520752,6438,,,,b'SUN',,2011A&A...530A.138C,F5V
550,HD 195627 ,20:35:34.9 ,-60:34:54.3 ,H-coron (~1 hr); H-coron-pol,308.89541666666696,-60.58175,b'* phi01 Pav',20 35 35.0162,-60 34 54.310,28.2937,,pc,-0.1841,0.1841,paral,2018yCat.1345....0G,1180000.0,,km,,,,2007ApJ...660.1556R,,4.015999794006348,7201,3.9000000953674316,,,b'',,2003AJ....125.1598L,F0V
551,HIP 101800 ,20:37:49.1 ,11:22:39.7 ,H-coron (~1 hr); H-coron-pol,309.454583333333,11.377694444444401,b'* iot Del',20 37 49.1660,+11 22 39.621,59.4658,,pc,-0.4912,0.4912,paral,2018yCat.1345....0G,1150000.0,,km,,,,2007ApJ...660.1556R,,5.372000217437744,9164,4.300000190734863,0.17000000178813934,,b'SUN',,1989A&A...225..125L,A1IV
552,AU Mic ,20:45:09.5 ,-31:20:27.2 ,H-coron (~1 hr); H-coron-pol,311.28958333333304,-31.340888888888898,b'V* AU Mic',20 45 09.9167,-31 20 27.241,9.7248,,pc,-0.0046,0.0046,paral,2018yCat.1345....0G,1170000.0,,km,48700.0,V,FundStP,2010MNRAS.407.1657H,6.5929999351501465,4.830999851226807,3742,,-0.11999999731779099,,b'SUN',,2014MNRAS.443.2561G,M1VeBa1
553,HIP 102531 ,20:46:38.9 ,16:07:26.9 ,H-coron (~1 hr),311.66208333333304,16.1241388888889,b'* gam01 Del',20 46 38.8469,+16 07 26.851,35.2028,,pc,-0.1864,0.1864,paral,2018yCat.1345....0G,3620000.0,,km,167000.0,BV,BrighCol,2013A&A...554A..84M,3.200000047683716,1.5700000524520874,6497,4.389999866485596,0.12999999523162842,,b'SUN',,2006AJ....131.3069L,F8
554,V* BO Mic ,20:47:45.0 ,-36:35:40.7 ,H-coron (~1 hr),311.9375,-36.594638888888895,b'V* BO Mic',20 47 45.0349,-36 35 40.819,66.737,,pc,-1.203,1.203,paral,2018yCat.1345....0G,835000.0,,km,,V,,2009A&ARv..17..251S,8.215999603271484,6.929999828338623,4609,,,,b'SUN',,2011A&A...530A.138C,K3V(e)
555,CD-28 16938 ,20:49:47.9 ,-28:28:09.1 ,H-coron (~1 hr),312.449583333333,-28.469194444444398,b'CD-28 16938',20 49 48.0724,-28 28 09.139,34.4007,,pc,-0.055,0.055,paral,2018yCat.1345....0G,,,,,,,,,7.61899995803833,4250,5.0,,D,b'',,2013AJ....146..134K,
556,HIP 103107 ,20:53:25.9 ,-49:22:58.1 ,H-coron (~1 hr),313.357916666667,-49.3828055555556,b'HD 198620',20 53 26.0092,-49 22 58.435,89.0527,,pc,-0.2998,0.2998,paral,2018yCat.1345....0G,,,,,,,,,7.585000038146973,0,,,,b'',,,F6V
557,HD 199260 ,20:56:47.3 ,-26:17:46.4 ,H-coron (~1 hr),314.197083333333,-26.296222222222198,b'HD 199260',20 56 47.4541,-26 17 46.969,21.2873,,pc,-0.0678,0.0678,paral,2018yCat.1345....0G,,,,,,,,,4.734000205993652,6241,4.320000171661377,,,b'',,2003AJ....125.1598L,F6V
558,TYC 8804-1150-1,20:57:22.4 ,-59:04:33.4 ,H-coron (~1 hr),314.343333333333,-59.075944444444396,b'HD 199065',20 57 22.4878,-59 04 33.456,59.8555,,pc,-0.1888,0.1888,paral,2018yCat.1345....0G,,,,,,,,,,5515,,,,b'SUN',,2011A&A...530A.138C,G3V
559,HIP 103460 ,20:57:40.6 ,-16:01:53.6 ,H-coron (~1 hr),314.41916666666697,-16.0315555555556,b'HD 199443',20 57 40.7076,-16 01 53.544,61.0605,,pc,-0.3904,0.3904,paral,2018yCat.1345....0G,,,,,,,,,5.458000183105469,0,,,,b'',,,A2/3III
560,HIP 104239 ,21:07:10.4 ,-13:55:23.0 ,H-coron (~1 hr),316.793333333333,-13.9230555555556,b'HD 200968',21 07 10.8412,-13 55 22.547,17.57,,pc,-0.19,0.19,ST-L,2010MNRAS.403.1949K,,,,,,,,6.10099983215332,,5221,4.610000133514404,0.10999999940395355,,b'SUN',,2005ApJS..159..141V,K1V
561,HIP 104308 ,21:07:51.2 ,-54:12:58.8 ,H-coron (~1 hr),316.963333333333,-54.2163333333333,b'HD 200798',21 07 51.2741,-54 12 59.461,69.682,,pc,-0.3015,0.3015,paral,2018yCat.1345....0G,,,,,,,,,6.123000144958496,0,,,,b'',,,A5/6IV/V
